EmployeeID,BenefitID,UsageFrequency,LastUsedDate,Age,Gender,Department,Tenure,BenefitType,BenefitSubType,BenefitCost,SatisfactionScore,Comments,age_group,tenure_group,subcat_401k Basic Matching,subcat_401k Catch-Up Contributions,subcat_401k High Contribution,subcat_401k Investment Fees,subcat_401k Maximum Matching,subcat_401k Standard Matching,subcat_After-School Care,subcat_Basic Coverage,subcat_Conference Attendance,subcat_Dependent Coverage,subcat_Family Membership,subcat_Graduate Degree,subcat_HDHP Individual,subcat_HMO Family,subcat_Healthcare FSA,subcat_Individual Courses,subcat_Monthly Communications,subcat_Monthly Internet Allowance,subcat_On-Site Infant Care,subcat_PPO Family,subcat_PPO Individual,subcat_Premium Discount Tier 1,subcat_Professional Certification,subcat_Supplemental High Amount,subcat_Supplemental Standard,subcat_Tier 1 Partners,subcat_Tier 2 Partners,subcat_Tier 3 Partners,subcat_Transit Subsidy,subcat_Undergraduate Degree,employee_segment,top1,top2,top3,bot1,bot2,bot3,seg_rec1,seg_rec2,seg_rec3,rec1,rec2,rec3
4163,24,10,2024-01-07,63,Female,Finance,38,Gym Membership,Tier 3 Partners,780.78,2,Not many locations available.,Boomers,Senior (8+ years),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2,Healthcare FSA,401k High Contribution,Supplemental High Amount,On-Site Infant Care,Premium Discount Tier 1,PPO Individual,On-Site Infant Care,Premium Discount Tier 1,PPO Individual,401k High Contribution,Monthly Internet Allowance,Tier 2 Partners
3033,27,4,2023-10-08,50,Female,HR,15,Retirement Plan,401k Maximum Matching,913.01,5,Top-notch retirement plan.,Gen X,Senior (8+ years),False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,Healthcare FSA,401k High Contribution,Supplemental High Amount,On-Site Infant Care,Premium Discount Tier 1,PPO Individual,On-Site Infant Care,Premium Discount Tier 1,PPO Individual,Tier 3 Partners,Individual Courses,Supplemental Standard
4410,17,0,2024-05-03,34,Female,HR,10,Retirement Plan,401k Catch-Up Contributions,509.65,1,Unhappy with this benefit.,Millennials,Senior (8+ years),False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,401k Basic Matching,401k Investment Fees,401k High Contribution,401k Catch-Up Contributions,Professional Certification,PPO Family,401k Catch-Up Contributions,Professional Certification,PPO Family,Family Membership,Supplemental Standard,Individual Courses
3357,4,2,2023-09-11,31,Female,Marketing,3,Retirement Plan,401k High Contribution,261.44,5,Top-notch retirement plan.,Millennials,Mid (3-7 years),False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,401k High Contribution,Supplemental High Amount,Premium Discount Tier 1,HDHP Individual,On-Site Infant Care,Undergraduate Degree,HDHP Individual,On-Site Infant Care,Undergraduate Degree,Monthly Internet Allowance,Dependent Coverage,Tier 2 Partners
4122,23,0,2024-02-04,34,Female,Finance,13,Life Insurance,Supplemental High Amount,969.28,5,Great peace of mind for my family.,Millennials,Senior (8+ years),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,2,Healthcare FSA,401k High Contribution,Supplemental High Amount,On-Site Infant Care,Premium Discount Tier 1,PPO Individual,On-Site Infant Care,Premium Discount Tier 1,PPO Individual,Family Membership,PPO Individual,Monthly Internet Allowance
4369,21,0,2023-10-27,39,Male,Marketing,8,Life Insurance,Basic Coverage,163.92,1,Disappointing service.,Millennials,Senior (8+ years),False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,401k Basic Matching,401k Investment Fees,401k High Contribution,401k Catch-Up Contributions,Professional Certification,PPO Family,401k Catch-Up Contributions,Professional Certification,PPO Family,Individual Courses,Premium Discount Tier 1,HMO Family
2449,12,4,2024-07-21,40,Male,Marketing,10,Tuition Reimbursement,Graduate Degree,824.53,4,Great for further studies.,Gen X,Senior (8+ years),False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,Supplemental Standard,HMO Family,401k Maximum Matching,After-School Care,Dependent Coverage,On-Site Infant Care,After-School Care,Dependent Coverage,On-Site Infant Care,Supplemental Standard,Tier 2 Partners,401k Maximum Matching
1235,23,2,2023-10-23,48,Male,HR,6,Life Insurance,Supplemental High Amount,969.28,1,Disappointing service.,Gen X,Mid (3-7 years),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,4,Conference Attendance,401k High Contribution,PPO Family,401k Maximum Matching,401k Standard Matching,HDHP Individual,401k Maximum Matching,401k Standard Matching,HDHP Individual,Professional Certification,HMO Family,Tier 3 Partners
4709,27,0,2023-09-11,50,Female,Marketing,19,Retirement Plan,401k Maximum Matching,913.01,5,Top-notch retirement plan.,Gen X,Senior (8+ years),False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,Supplemental Standard,HMO Family,401k Maximum Matching,After-School Care,Dependent Coverage,On-Site Infant Care,After-School Care,Dependent Coverage,On-Site Infant Care,Supplemental Standard,Tier 2 Partners,Graduate Degree
4877,15,1,2023-10-27,37,Female,Marketing,16,Tuition Reimbursement,Professional Certification,359.21,1,Not worth the hassle.,Millennials,Senior (8+ years),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,3,401k Basic Matching,401k Investment Fees,401k High Contribution,401k Catch-Up Contributions,Professional Certification,PPO Family,401k Catch-Up Contributions,Professional Certification,PPO Family,Individual Courses,Premium Discount Tier 1,HMO Family
617,17,0,2024-04-01,47,Male,Sales,3,Retirement Plan,401k Catch-Up Contributions,509.65,1,Unhappy with this benefit.,Gen X,Mid (3-7 years),False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,401k High Contribution,Supplemental High Amount,Premium Discount Tier 1,HDHP Individual,On-Site Infant Care,Undergraduate Degree,HDHP Individual,On-Site Infant Care,Undergraduate Degree,Conference Attendance,401k High Contribution,Supplemental High Amount
1815,1,3,2023-08-17,37,Male,HR,13,Retirement Plan,401k Basic Matching,876.21,2,Returns are not as expected.,Millennials,Senior (8+ years),True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,401k Basic Matching,401k Investment Fees,401k High Contribution,401k Catch-Up Contributions,Professional Certification,PPO Family,401k Catch-Up Contributions,Professional Certification,PPO Family,Supplemental Standard,Individual Courses,401k High Contribution
3198,25,5,2024-08-03,50,Male,Marketing,10,Life Insurance,Supplemental Standard,774.91,3,"Average, but necessary.",Gen X,Senior (8+ years),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,5,Supplemental Standard,HMO Family,401k Maximum Matching,After-School Care,Dependent Coverage,On-Site Infant Care,After-School Care,Dependent Coverage,On-Site Infant Care,Tier 2 Partners,401k Maximum Matching,Graduate Degree
4887,12,4,2023-08-10,58,Male,IT,10,Tuition Reimbursement,Graduate Degree,824.53,1,Not worth the hassle.,Boomers,Senior (8+ years),False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,Supplemental Standard,HMO Family,401k Maximum Matching,After-School Care,Dependent Coverage,On-Site Infant Care,After-School Care,Dependent Coverage,On-Site Infant Care,Tier 2 Partners,Tier 3 Partners,401k Catch-Up Contributions
2411,14,2,2023-11-28,62,Male,IT,6,Gym Membership,Tier 1 Partners,73.36,1,Membership is not very useful.,Boomers,Mid (3-7 years),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,4,Conference Attendance,401k High Contribution,PPO Family,401k Maximum Matching,401k Standard Matching,HDHP Individual,401k Maximum Matching,401k Standard Matching,HDHP Individual,Undergraduate Degree,Conference Attendance,PPO Individual
425,17,5,2023-11-28,53,Female,Sales,24,Retirement Plan,401k Catch-Up Contributions,509.65,3,"Standard, nothing exceptional.",Gen X,Senior (8+ years),False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,Supplemental Standard,HMO Family,401k Maximum Matching,After-School Care,Dependent Coverage,On-Site Infant Care,After-School Care,Dependent Coverage,On-Site Infant Care,Individual Courses,HMO Family,Family Membership
3284,27,9,2023-10-03,54,Female,IT,31,Retirement Plan,401k Maximum Matching,913.01,3,"Standard, nothing exceptional.",Gen X,Senior (8+ years),False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,Supplemental Standard,HMO Family,401k Maximum Matching,After-School Care,Dependent Coverage,On-Site Infant Care,After-School Care,Dependent Coverage,On-Site Infant Care,Conference Attendance,401k Standard Matching,401k High Contribution
1351,10,9,2023-08-23,27,Female,IT,2,Childcare,On-Site Infant Care,915.48,3,Helps a bit with childcare costs.,Millennials,New (0-2 years),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,3,401k Basic Matching,401k Investment Fees,401k High Contribution,401k Catch-Up Contributions,Professional Certification,PPO Family,401k Catch-Up Contributions,Professional Certification,PPO Family,Supplemental Standard,Conference Attendance,401k Basic Matching
1482,4,4,2024-04-13,51,Male,Finance,9,Retirement Plan,401k High Contribution,261.44,1,Unhappy with this benefit.,Gen X,Senior (8+ years),False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,Healthcare FSA,401k High Contribution,Supplemental High Amount,On-Site Infant Care,Premium Discount Tier 1,PPO Individual,On-Site Infant Care,Premium Discount Tier 1,PPO Individual,PPO Family,Professional Certification,401k Investment Fees
557,30,5,2024-04-16,51,Female,IT,20,Tuition Reimbursement,Individual Courses,723.73,5,Incredible support for education.,Gen X,Senior (8+ years),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,Supplemental Standard,HMO Family,401k Maximum Matching,After-School Care,Dependent Coverage,On-Site Infant Care,After-School Care,Dependent Coverage,On-Site Infant Care,Undergraduate Degree,Conference Attendance,401k Standard Matching
3870,8,9,2024-06-25,25,Female,IT,1,Wellness Programs,Premium Discount Tier 1,125.0,3,Average amount of vacation days.,Millennials,New (0-2 years),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,3,401k Basic Matching,401k Investment Fees,401k High Contribution,401k Catch-Up Contributions,Professional Certification,PPO Family,401k Catch-Up Contributions,Professional Certification,PPO Family,Supplemental Standard,401k Basic Matching,Tier 2 Partners
2218,18,4,2024-03-09,25,Female,Sales,7,Retirement Plan,401k Investment Fees,743.01,1,Unhappy with this benefit.,Millennials,Mid (3-7 years),False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,401k High Contribution,Supplemental High Amount,Premium Discount Tier 1,HDHP Individual,On-Site Infant Care,Undergraduate Degree,HDHP Individual,On-Site Infant Care,Undergraduate Degree,401k Maximum Matching,401k High Contribution,401k Basic Matching
689,15,0,2024-06-02,45,Male,HR,11,Tuition Reimbursement,Professional Certification,359.21,3,Helps but limited in scope.,Gen X,Senior (8+ years),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,2,Healthcare FSA,401k High Contribution,Supplemental High Amount,On-Site Infant Care,Premium Discount Tier 1,PPO Individual,On-Site Infant Care,Premium Discount Tier 1,PPO Individual,Tier 3 Partners,Supplemental Standard,After-School Care
4333,24,5,2024-03-30,27,Male,Finance,8,Gym Membership,Tier 3 Partners,780.78,3,"It's okay, I use it occasionally.",Millennials,Senior (8+ years),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2,Healthcare FSA,401k High Contribution,Supplemental High Amount,On-Site Infant Care,Premium Discount Tier 1,PPO Individual,On-Site Infant Care,Premium Discount Tier 1,PPO Individual,Family Membership,PPO Individual,Monthly Internet Allowance
4001,17,3,2024-03-08,47,Male,HR,7,Retirement Plan,401k Catch-Up Contributions,509.65,4,Good plan with decent returns.,Gen X,Mid (3-7 years),False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,Conference Attendance,401k High Contribution,PPO Family,401k Maximum Matching,401k Standard Matching,HDHP Individual,401k Maximum Matching,401k Standard Matching,HDHP Individual,Professional Certification,Basic Coverage,HMO Family
4270,30,4,2024-06-29,37,Female,Finance,16,Tuition Reimbursement,Individual Courses,723.73,5,Incredible support for education.,Millennials,Senior (8+ years),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,Healthcare FSA,401k High Contribution,Supplemental High Amount,On-Site Infant Care,Premium Discount Tier 1,PPO Individual,On-Site Infant Care,Premium Discount Tier 1,PPO Individual,Family Membership,PPO Individual,Monthly Internet Allowance
